RelA.Amplitude,RelA.Peaktime,RelA.AUC,RelA.NOC,RelA.Duration,RelA.1st.rising.slope,RelA.Attenuation.rate,RelA.Period,cRel.Amplitude,cRel.Peaktime,cRel.AUC,cRel.NOC,cRel.Duration,cRel.1st.rising.slope,cRel.Attenuation.rate,cRel.Period,ligand
974.764551,0.583333333,25677.67445,0,10.38333333,1399.529795,-40.09643424,12.6,544.2299008,0.7,27244.70681,0,12.6,231.0449016,-9.507229156,6.3,1
834.4769754,1.283333333,23424.85268,0,10.5,436.0561184,-37.23176079,12.6,853.5469864,1.4,32571.52305,2,11.78333333,449.9010372,-47.51647013,2.52,1
996.0346486,0.466666667,29306.95536,0,7.116666667,664.794714,-50.34811638,12.6,671.4108331,1.05,18047.45826,0,10.15,349.0142866,-24.04163283,12.6,1
1100.7716,1.75,38495.08807,1,10.85,960.4974139,-53.21559572,1.8,791.174592,1.983333333,33422.35352,0,11.78333333,747.414255,-26.00345788,12.6,1
635.6621083,1.05,16476.98299,0,6.416666667,533.9228398,-31.87821913,12.6,723.9315111,1.283333333,18572.85493,1,12.25,598.7554887,-16.08968355,2.1,1
982.2075935,0.466666667,39825.77686,1,11.78333333,1354.878017,-42.04658218,3.15,758.5575759,1.633333333,33396.85869,0,12.48333333,340.3237166,-17.17703712,6.3,1
875.4981247,0.466666667,27309.05032,0,9.333333333,614.1359368,-49.78244985,12.6,753.7751958,1.4,20014.23176,0,9.45,419.9637658,-35.03236707,12.6,1
727.4508225,1.05,19242.5415,2,10.15,461.31326,-23.49147989,1.4,775.2128504,1.4,20882.6308,1,10.61666667,500.973223,-29.26000972,2.1,1
707.3861112,0.466666667,21274.63165,0,9.216666667,968.7679372,-35.91989139,12.6,585.2595007,1.166666667,15967.72966,1,11.43333333,242.4115846,-19.04745536,2.1,1
764.1734136,0.466666667,21534.85002,0,11.78333333,633.5449231,-30.34350432,12.6,569.0505532,1.05,17107.84945,0,12.6,542.1464643,-12.64277874,12.6,1
1073.059544,0.583333333,25475.59024,0,7.583333333,731.7313294,-48.55990993,12.6,832.3693511,1.166666667,29286.2916,0,12.6,262.2231607,-26.30777702,12.6,1
1133.374163,0.933333333,39691.57849,2,10.73333333,932.1048673,-50.1987212,1.8,674.0201367,1.166666667,24438.86677,2,12.48333333,386.7240346,-19.9465437,1.8,1
926.9011957,0.7,61247.08481,0,12.6,499.4234958,-19.20915074,12.6,921.606243,1.05,51693.48811,0,12.48333333,895.3910114,-20.72660741,12.6,1
1159.983797,0.466666667,34580.35512,0,7.116666667,896.8577747,-65.02638467,12.6,857.0020778,1.283333333,28722.52048,0,11.31666667,268.8091512,-41.2051623,12.6,1
1088.680706,1.283333333,33170.31886,0,12.01666667,874.2408197,-29.45717489,6.3,716.6762182,1.4,25868.49424,0,12.48333333,437.2249631,-10.18709143,6.3,1
912.1778259,0.583333333,42830.8953,0,12.48333333,1601.900372,-51.36331439,12.6,633.8320056,1.4,33946.16286,0,12.6,385.9654894,-40.98111511,12.6,1
1186.369113,0.583333333,34266.88704,0,5.6,2066.737234,-78.89078005,12.6,998.3726805,1.516666667,37439.59002,0,12.01666667,1027.030776,-47.84239498,12.6,1
641.2472295,0.583333333,23214.6358,2,3.616666667,686.8344605,-38.68333124,2.52,626.354265,1.4,24514.61244,2,4.666666667,450.1307996,-28.99267295,2.1,1
1057.129128,0.466666667,49304.82956,1,10.5,1074.035541,-64.59610078,2.52,750.5929067,1.633333333,34070.14384,1,12.6,426.0494421,-36.79838213,2.52,1
989.576076,0.583333333,38417.19689,0,12.6,1642.424027,-36.40703507,12.6,756.2642892,1.516666667,31836.33901,0,12.48333333,678.2658802,-30.93567387,12.6,1
1547.126523,0.466666667,48982.25852,0,3.033333333,1092.513459,-85.23538908,12.6,896.8251116,1.4,23556.66719,0,5.366666667,158.9227115,-48.2407826,12.6,1
1065.036387,0.35,41221.67401,0,10.85,876.7838535,-67.01092826,12.6,1224.108813,1.983333333,60228.38536,0,12.6,592.7909487,-40.86080468,12.6,1
725.0533453,0.466666667,41354.01145,0,12.6,645.4924733,-36.0601613,12.6,867.5615924,1.4,40815.29363,0,12.6,467.290395,-30.97644109,12.6,1
957.179113,0.466666667,40111.10708,1,3.033333333,660.0590874,-43.35892929,2.52,1246.733576,1.166666667,57810.28207,3,5.133333333,485.1431358,-86.44438992,2.1,1
710.3383113,0.583333333,27943.1356,2,11.31666667,921.6749314,-27.165501,1.8,518.0780686,1.283333333,18359.87108,2,11.31666667,348.2922014,-14.92984384,2.52,1
1666.123614,0.466666667,48623.06785,0,8.516666667,1376.689807,-95.27900973,12.6,753.3490993,0.933333333,33388.22972,0,12.6,876.3332038,-23.42798137,6.3,1
1195.9829,0.466666667,58050.77694,1,11.78333333,1689.438742,-54.81037805,3.15,747.8132917,1.516666667,38646.40649,1,12.6,570.419456,-24.78665009,3.15,1
1172.757516,1.283333333,44969.85542,0,11.31666667,1663.387166,-60.07308764,12.6,910.9253611,1.283333333,39513.50224,0,12.48333333,815.1100006,-37.54331394,12.6,1
1155.240827,0.466666667,37223.47176,1,5.833333333,1385.294829,-69.1928611,1.575,891.5181267,1.516666667,28270.99893,0,12.6,644.2380941,-35.47131636,12.6,1
700.206238,0.35,37794.58678,1,12.6,968.5444743,-9.445445424,2.52,758.8146128,0.35,40369.66161,1,12.6,594.8166904,-25.4599597,1.26,1
763.2446102,0.583333333,24914.62899,2,10.96666667,856.7043703,-30.07150006,1.575,476.7246438,0.583333333,26349.76374,1,12.6,310.7012728,-7.902191727,1.8,1
707.0232689,0.583333333,18487.81328,1,9.916666667,904.6784324,-33.5684074,1.8,803.4191437,1.05,21563.17704,1,10.5,633.60684,-31.86948347,1.8,1
687.5539225,0.466666667,20220.046,0,10.15,545.956267,-29.75678803,12.6,653.8618851,1.4,22906.65794,0,12.6,342.4672023,-19.47781835,12.6,1
1277.088409,0.466666667,33377.77296,0,7.816666667,805.3384983,-63.90687254,12.6,615.686333,0.583333333,19737.64814,0,12.13333333,513.5861537,-23.52720338,12.6,1
956.3651013,0.466666667,26637.05746,2,9.566666667,1185.253814,-28.5784872,2.1,475.1092118,1.4,11047.60969,0,9.216666667,251.773992,-20.01398727,12.6,1
576.8286715,0.466666667,24290.56208,1,7.233333333,549.9371275,-52.94252559,1.26,502.0644135,1.75,19788.33338,0,12.6,236.7044329,-22.17744133,12.6,1
718.4237345,0.466666667,21539.6129,2,10.03333333,910.40456,-26.39587253,3.15,585.720565,1.283333333,24415.5909,1,12.6,555.0595747,-16.20274408,3.15,1
450.7431844,0.583333333,17650.35402,1,12.25,459.1773481,-21.13718763,2.1,451.8411895,1.283333333,14288.39683,0,12.6,164.981834,-14.95426896,12.6,1
745.1855919,0.466666667,31792.20266,0,10.96666667,532.2388695,-42.19657033,12.6,616.7420178,1.4,32750.87163,1,12.6,435.9605516,-15.59541153,1.8,1
1005.781865,0.35,27571.06304,0,9.45,975.4907729,-51.22748666,12.6,775.2872991,1.166666667,21194.55549,0,12.25,533.5853931,-23.30670821,12.6,1
962.6814158,0.466666667,29609.6176,0,8.75,619.1260744,-48.12430761,12.6,421.8588776,0.466666667,18858.53815,2,12.6,334.678749,-18.18965005,1.8,1
1015.266232,0.35,33869.53555,1,10.5,1373.809708,-53.70223224,2.52,531.882038,1.166666667,22960.38095,1,12.6,493.9098632,-12.30224597,3.15,1
1176.073077,0.35,39727.20315,1,12.6,1538.335288,-40.79444625,2.1,699.2142725,1.166666667,32818.44972,1,12.6,601.866147,-10.4078014,3.15,1
992.2696536,1.166666667,40532.0182,1,12.36666667,1046.394563,-49.22252523,2.52,834.5692345,1.283333333,32312.97828,1,12.48333333,505.3028559,-32.19417485,2.1,1
967.0265185,0.466666667,33557.11322,1,7.583333333,1411.193875,-66.85226418,1.8,792.078165,1.166666667,40795.88944,2,12.6,656.7018955,-4.662300633,2.52,1
951.3338588,0.933333333,31964.71908,1,6.766666667,904.736562,-67.62999651,2.52,952.3517485,1.633333333,30363.04893,0,8.633333333,759.6855883,-56.31171087,12.6,1
683.8550364,0.933333333,20732.18208,2,11.78333333,490.7164885,-21.44425404,2.52,770.2504375,1.516666667,27623.87881,1,12.6,416.8221581,-25.55434589,2.52,1
979.4541701,0.466666667,34891.43191,2,12.6,1375.174864,-2.880877993,2.52,705.1976953,1.05,26707.74697,1,12.6,627.6550606,8.597417434,2.52,1
1000.63912,0.7,33088.32567,1,12.36666667,1178.30158,-33.2815101,1.4,637.0872552,0.7,31829.6945,1,12.6,564.3640767,-1.052537516,2.52,1
1215.689635,1.166666667,37661.25559,0,9.683333333,878.8254074,-57.95775105,12.6,1075.176387,1.4,49813.77945,0,12.6,718.5100078,-36.90546926,6.3,1
1288.706821,1.283333333,43474.24075,0,12.6,1038.379021,-45.64657513,12.6,1122.65782,1.283333333,40741.62756,2,12.6,636.5956015,-19.85807022,2.52,1
985.8748686,0.466666667,34417.12276,0,11.31666667,1025.32445,-54.59869738,12.6,717.5462947,1.166666667,29003.17905,0,12.6,399.1603975,-24.62377014,12.6,1
583.6528229,0.35,15869.81475,2,9.8,656.1921469,-19.84472431,3.15,673.9167778,1.05,13206.26156,2,10.38333333,360.8006434,-15.37554316,2.1,1
872.1454359,0.466666667,26083.33646,0,10.5,654.2419578,-42.39934579,12.6,710.7864279,1.283333333,23792.95432,1,12.6,531.2787893,-22.96465996,2.1,1
1147.534682,0.466666667,46897.8165,0,12.6,999.0364103,-46.90431322,12.6,715.9293387,1.166666667,33921.62865,1,12.6,733.0694211,-21.58732546,2.1,1
697.6984415,0.7,28938.02686,1,12.6,837.250123,-17.47147171,2.1,659.5228849,0.933333333,26841.24001,1,12.6,465.1146415,-17.56655609,2.1,1
1584.234144,0.466666667,61159.00459,0,12.6,1514.69569,-79.09483221,12.6,1051.205667,1.4,42986.76172,0,12.6,634.5794663,-42.24401564,12.6,1
618.7760107,0.933333333,19255.71984,0,12.6,387.4678764,-19.58807322,12.6,669.5171076,1.633333333,29219.40705,1,12.6,406.9711637,-9.532414911,1.4,1
987.03654,0.35,35111.8303,1,3.616666667,1038.114221,-32.69926435,2.1,717.8655177,0.466666667,21610.88556,0,12.48333333,449.9733055,-16.88304844,12.6,1
1197.001798,0.466666667,37115.44531,0,12.36666667,884.7604095,-40.88589357,6.3,746.6037579,1.166666667,30798.75121,1,12.6,702.6089529,-16.88437121,3.15,1
1352.561498,1.166666667,37144.62425,1,11.31666667,1091.544758,-46.97177694,2.1,717.5570831,1.166666667,25669.5288,0,12.6,327.0088049,-17.03645038,12.6,1
1259.416673,0.466666667,45426.14406,0,12.6,1206.167693,-39.33232511,6.3,825.4737878,1.4,43355.13449,0,12.6,467.4536923,-2.058142257,6.3,1
841.3894781,0.35,26818.36356,2,10.03333333,1349.298431,-41.05582124,3.15,660.9516903,1.4,24533.4847,1,11.55,597.5850409,-27.87223921,2.1,1
837.2842876,0.583333333,37123.21415,1,12.6,1128.675856,-37.42327333,1.8,624.485496,1.283333333,31100.92207,0,12.6,457.223819,-16.34782008,12.6,1
969.3464438,1.166666667,40829.3204,1,12.6,0.340828588,-21.33374884,3.15,684.2939082,1.283333333,35341.48271,0,12.6,592.9365364,-6.377380869,4.2,1
1087.046742,0.933333333,43854.4251,1,12.6,876.1122941,-33.29774663,3.15,802.47167,1.166666667,31112.78411,1,12.6,605.405698,-17.78833743,3.15,1
1134.524909,0.466666667,31332.20272,0,8.516666667,460.2820307,-63.72075273,12.6,754.9983722,1.166666667,25312.65143,1,12.6,547.3640114,-26.66604612,2.52,1
905.358468,0.466666667,21922.20594,1,7.7,849.9274444,-44.93254487,1.26,400.5329701,1.283333333,11499.21194,0,6.766666667,330.8121698,-18.70072424,12.6,1
957.8728872,0.35,27970.18386,0,8.75,914.9425521,-49.58582617,12.6,609.4895923,0.466666667,21947.40294,2,12.6,523.53904,-16.34158394,3.15,1
750.7491134,0.933333333,24855.03189,0,8.4,1179.205383,-47.84919522,12.6,579.0805653,1.166666667,24305.85525,0,12.6,372.9108826,-15.13535224,12.6,1
1290.396858,0.816666667,35859.33418,0,11.31666667,997.1986283,-56.28063059,12.6,894.7829997,0.933333333,31867.03566,1,12.01666667,625.01952,-42.31874087,2.52,1
1273.611757,0.933333333,38398.31599,0,11.31666667,986.6999651,-52.94547472,12.6,880.08273,1.283333333,46449.25869,0,12.6,613.8299015,-0.498146634,12.6,1
400.2538029,0.233333333,21591.05974,3,12.6,392.6096608,1.331727347,1.575,313.4719376,0.35,10765.67009,3,11.66666667,228.1534194,-13.11623813,1.575,2
224.3146645,0.233333333,8155.60852,3,10.26666667,112.6969146,-7.741618467,1.145454545,390.9833421,0.933333333,10755.07628,3,9.916666667,122.6905727,-13.06620484,2.52,2
489.6970265,0.35,20775.68711,4,12.6,599.2831457,16.90684594,2.1,518.2869077,0.466666667,10543.82018,3,12.6,288.0258728,-0.441940491,3.15,2
420.8806295,0.35,15812.67434,6,7.35,523.9540447,21.37085329,1.26,292.8354847,0.466666667,8587.309353,4,11.9,202.2315945,5.027117688,1.8,2
191.9510301,0.35,7222.67156,6,6.533333333,262.8118791,-7.842253892,1.575,243.7827318,0.7,6938.713803,3,9.8,100.8892477,-7.633199683,1.8,2
302.7248737,0.35,5812.441978,3,5.016666667,403.7390795,-0.903600205,3.15,199.292633,0.466666667,4393.655448,3,8.983333333,108.4018741,-2.730617554,3.15,2
412.3592805,4.083333333,16627.7008,4,3.966666667,230.3935881,-9.306168192,1.575,293.7184851,0.35,7017.161262,3,11.31666667,146.5862564,-3.719446285,1.575,2
473.8555914,0.35,19043.6644,4,7.933333333,137.6853524,23.36580423,1.575,341.317464,1.516666667,4933.780031,6,11.43333333,38.68002992,-4.030703781,2.1,2
371.5532977,0.233333333,11362.4166,6,5.833333333,388.0574471,6.302527821,1.26,306.4624191,0.35,7380.865356,4,10.73333333,149.702346,-3.418853594,1.8,2
306.4830653,0.233333333,8893.441569,4,7.233333333,309.0018593,5.216241112,1.4,887.5650695,11.2,16369.65807,2,9.216666667,33.15646789,23.08652364,3.15,2
524.9378781,0.35,18616.10018,2,12.6,604.0667389,-4.61889807,1.575,265.7151228,0.35,8266.915555,2,11.43333333,89.10073707,-15.69629297,1.8,2
707.9229284,7.116666667,18507.25125,5,11.2,717.5141302,9.375854517,2.52,345.1218913,0.466666667,8736.624465,5,12.6,163.6603259,-4.014534774,2.52,2
765.9313539,0.233333333,16504.41551,3,11.31666667,1179.064488,-17.5046306,1.145454545,386.4872752,0.35,10501.64098,2,12.25,284.5076889,-9.493232374,1.145454545,2
540.7837984,0.35,20502.28084,5,11.66666667,626.8304019,15.03269131,3.15,469.6252986,0.466666667,10163.13926,4,12.36666667,181.2206417,-7.806642923,2.1,2
469.870145,0.233333333,16355.96847,5,9.8,445.8186236,10.59184937,2.52,495.2462555,0.233333333,18292.27294,6,7,168.3789665,-5.588194332,2.1,2
364.9051635,1.166666667,15967.61616,5,6.3,-11.10763584,3.516352011,1.8,726.1728719,1.4,19492.30316,5,9.216666667,27.76311786,-28.33965877,1.575,2
383.3959587,0.35,11265.27175,6,9.683333333,334.4459599,1.031042789,1.575,292.9107137,0.35,8405.088205,4,9.683333333,110.5597772,-3.626848614,2.1,2
387.4935295,0.35,12612.91963,7,6.533333333,409.6021049,-3.073662044,2.1,387.0531586,0.7,12851.86231,2,7.466666667,51.1456881,-12.5035133,2.1,2
538.7646453,0.35,27197.6981,2,12.6,549.3227967,8.881327066,2.1,384.4698488,0.35,11594.96828,1,12.6,190.3147312,-7.717836719,0.969230769,2
427.8442652,0.233333333,11336.9134,6,10.85,418.7612779,5.521538191,1.8,429.8744123,0.583333333,16325.56313,3,12.6,219.9538405,-8.624693799,1.4,2
455.891231,0.233333333,12867.24189,3,2.916666667,606.4186907,2.645696761,2.1,266.6684864,0.35,3767.284713,4,10.38333333,83.11206064,0.706103131,1.8,2
574.5573467,0.466666667,13814.02002,4,9.333333333,604.2842612,-5.957699106,2.52,437.0971439,0.583333333,13288.64561,2,5.016666667,176.3688092,-8.162192055,2.52,2
445.5128777,10.15,9296.825408,5,9.8,349.2660348,4.143070672,1.8,314.8474191,0.233333333,8203.383742,6,8.983333333,144.0974666,-1.485016917,1.575,2
589.1182421,0.233333333,15775.1375,4,4.2,684.68104,-6.950711357,3.15,388.9088421,0.35,7874.576048,2,6.65,335.1857113,-7.697952055,3.15,2
579.4717703,0.233333333,14877.84798,5,7.7,793.2375878,8.512801394,3.15,401.9222672,0.35,10883.17328,2,12.36666667,249.7133493,2.758750375,3.15,2
575.1780052,0.233333333,12994.89617,4,10.96666667,767.2377838,-3.50645303,2.52,361.1822332,0.35,9827.571837,1,9.8,207.0135905,-5.372033652,3.15,2
475.6422669,0.35,30528.36992,2,12.6,622.2553062,11.99531324,1.575,498.2085869,0.466666667,18645.97091,2,12.6,367.8380196,0.452317364,1.4,2
457.9772145,0.233333333,21065.62912,3,12.6,659.669553,4.673983068,2.52,315.8134956,0.35,9513.628739,3,12.6,174.4947086,4.26347756,2.52,2
532.8867293,0.233333333,20623.14017,2,12.6,510.9109511,23.81111601,1.26,428.5133035,0.35,7113.263824,4,12.25,190.9505996,-0.588472331,2.1,2
632.311143,0.233333333,16926.11697,3,10.85,966.0335978,4.202993856,3.15,391.435438,0.35,7434.534228,2,8.4,332.5197434,-7.177908401,1.26,2
341.8408847,0.583333333,32784.23035,4,11.78333333,312.2393382,24.90981051,2.1,284.8950463,0.466666667,14073.0191,3,12.6,184.5165979,6.656474704,1.8,2
435.5999646,0.35,14834.4267,1,11.78333333,508.3080884,11.85956306,2.1,288.1313094,0.466666667,7915.503996,1,12.01666667,129.9353145,-20.21923316,1.8,2
596.2083711,0.35,17755.15615,2,10.96666667,696.830851,16.35859608,1.26,275.7357728,0.466666667,8462.894906,3,12.6,156.3245763,3.94185606,1.26,2
364.9804568,0.233333333,20735.58641,2,9.8,519.7184689,35.62062676,1.575,255.0956977,0.35,9436.023551,2,10.5,99.14763011,80.97633617,3.15,2
