RelA.Amplitude,RelA.Peaktime,RelA.AUC,RelA.NOC,RelA.Duration,RelA.1st.rising.slope,RelA.Attenuation.rate,RelA.Period,cRel.Amplitude,cRel.Peaktime,cRel.AUC,cRel.NOC,cRel.Duration,cRel.1st.rising.slope,cRel.Attenuation.rate,cRel.Period,ligand
660.2654407,0.466666667,40266.27994,2,12.48333333,816.0958993,-16.41892133,2.1,620.6670648,1.983333333,36491.95808,3,12.6,410.8953717,-1.474404818,2.52,1
835.806291,0.583333333,40280.00538,1,12.6,1074.548151,-24.72219187,3.15,507.4029117,1.166666667,23607.55658,2,12.6,362.3578256,-3.59047855,3.15,1
1327.952682,0.816666667,52184.99531,0,11.08333333,704.2655909,-65.07496359,6.3,557.9858545,0.583333333,32798.6551,0,12.6,672.1842943,2.588918311,6.3,1
1399.179463,0.466666667,49043.2924,0,9.333333333,2497.607415,-81.28934079,12.6,868.4204284,1.75,41468.10388,1,12.6,807.7439953,-25.90298213,2.1,1
1436.457077,0.466666667,52142.33244,1,8.75,1881.045495,-87.18637617,1.8,1129.930695,1.516666667,48213.77866,1,12.25,797.0164899,-38.00812636,2.1,1
1189.392555,0.466666667,34066.25754,0,8.633333333,935.9424487,-69.98718359,12.6,800.2172683,1.166666667,28982.2747,0,12.6,558.4578128,-19.19975531,12.6,1
1360.776629,0.583333333,67440.56557,2,11.43333333,1865.502945,-62.64502531,3.15,994.1859188,1.166666667,59135.37395,2,11.43333333,853.9268587,-20.73845738,3.15,1
1242.358432,0.466666667,50333.1992,1,11.08333333,1790.888318,-56.80060527,3.15,638.1420618,1.4,32830.33105,0,12.6,759.4755149,-9.411863161,6.3,1
1122.873209,1.05,57409.84309,0,12.6,865.9389032,-61.35047366,12.6,748.5268583,1.4,37822.43516,0,12.6,373.9815889,-32.83731928,12.6,1
1032.746903,1.633333333,43223.19428,0,12.36666667,823.0250986,-49.60861732,12.6,721.4656754,1.75,28538.01071,1,12.6,576.3718707,-29.43557143,1.575,1
953.8699698,1.283333333,46760.97407,0,12.6,1526.239255,-52.57603192,12.6,827.5167198,1.75,41559.77921,0,12.6,629.3031182,-11.70601729,12.6,1
794.0653803,0.933333333,34884.44026,1,10.73333333,900.4495796,-51.81378528,2.1,514.8833434,1.516666667,32598.89425,1,12.6,326.1621811,-4.442003232,1.575,1
1124.810737,0.583333333,49147.70024,0,12.6,1092.510726,-52.04142322,12.6,1119.681603,1.4,45006.82561,0,12.6,720.3174066,-42.17035505,12.6,1
1481.773144,0.466666667,52851.92896,2,12.01666667,1950.191923,-52.57247424,2.52,623.1953758,1.633333333,34586.67594,1,12.6,652.6393548,-11.26488472,2.52,1
1112.713441,1.283333333,45884.59339,2,12.6,853.2795369,-25.30157846,3.15,617.8055329,1.166666667,34167.93116,2,12.6,338.0803112,3.08194765,3.15,1
1194.550497,1.05,36705.08929,1,12.13333333,1159.479695,-23.52374475,2.52,834.249622,1.166666667,26063.11586,1,12.48333333,497.3251751,-26.55571632,2.52,1
1294.27263,1.166666667,70095.44216,1,12.6,1250.205547,-43.98792386,2.1,967.6613969,1.633333333,48989.32963,0,12.6,569.6145494,-13.50536292,6.3,1
817.6089886,0.466666667,31808.73734,1,9.45,1158.334957,-47.53695635,3.15,518.6793439,0.816666667,19182.50525,1,12.6,394.5702009,-18.81360884,3.15,1
908.4695402,0.466666667,32045.03775,1,12.6,1210.971268,-23.59534362,3.15,554.1839326,0.466666667,30064.60492,0,12.6,631.9718776,2.338029687,12.6,1
1048.921221,0.466666667,39878.39883,1,9.216666667,1427.934683,-65.04564867,2.1,1057.551181,1.166666667,46658.99354,1,12.6,837.6395652,-40.25113502,3.15,1
890.1929282,0.933333333,39682.7017,1,12.6,1041.539064,-38.60597532,2.52,513.1760624,1.166666667,23842.72564,1,12.6,372.0795629,-9.998948954,2.52,1
1152.463637,0.466666667,35328.5282,0,9.566666667,918.7141163,-61.55841993,12.6,604.9575914,0.583333333,30904.83226,1,12.6,547.864438,-12.9565842,3.15,1
1037.680002,0.466666667,51376.9648,2,12.6,1309.771249,-37.98182567,2.1,827.0325922,1.516666667,43411.79864,2,12.6,645.6533723,-2.03082685,3.15,1
802.0993809,0.466666667,24152.8303,1,9.333333333,832.6128432,-44.4948377,2.52,687.6881702,1.75,29899.89942,1,12.6,469.5570138,-11.19398085,3.15,1
1191.471136,0.466666667,36821.95415,0,5.133333333,670.6673254,-58.70763981,12.6,829.514528,1.75,27192.44119,1,11.66666667,618.000791,-27.0485616,1.575,1
789.5961762,0.466666667,41907.5715,0,12.6,723.2047976,-22.2598816,12.6,570.3982947,0.583333333,22029.65501,0,12.6,367.2496781,-3.569830781,12.6,1
686.5932481,0.35,51205.1584,3,12.25,1068.716539,-22.74911054,1.8,427.8219655,0.466666667,39843.60498,1,12.25,638.6621804,-16.40134573,2.52,1
1093.38775,1.283333333,45763.53279,1,12.36666667,1033.70281,-35.54008996,3.15,593.3969991,1.166666667,29272.07939,0,12.6,171.5149026,-3.919714048,6.3,1
1023.62058,0.933333333,46518.23523,1,12.6,1286.319769,-26.13183864,3.15,767.0143874,1.283333333,41425.94534,2,12.6,683.3814713,4.506512857,3.15,1
1192.467264,1.05,39962.94575,1,10.61666667,1433.175316,-56.97850611,2.1,656.1973994,1.283333333,29173.70865,1,12.6,543.7177506,-14.6969098,3.15,1
865.1804961,0.466666667,41338.34933,0,12.6,887.5514852,-47.39068033,12.6,668.9056253,1.866666667,31927.32528,0,12.6,349.2869721,-3.776054388,6.3,1
981.5111421,1.633333333,33971.00435,1,12.25,643.1569238,-42.41888752,1.8,467.6292126,1.633333333,17419.35318,0,12.6,272.7507124,-12.4757709,12.6,1
987.3082333,0.466666667,36927.75741,3,11.66666667,1158.502531,-33.0369024,2.1,760.7911804,1.166666667,39352.53119,1,12.6,587.6795829,20.50941448,2.52,1
1111.073166,0.466666667,29857.10692,1,8.4,1503.365539,-55.68934738,3.15,628.6520225,1.75,31359.50771,2,12.6,504.9476189,1.843449077,3.15,1
1366.494002,0.466666667,46201.61719,0,10.5,1125.403608,-66.93048216,6.3,723.0564757,1.633333333,32830.9315,2,10.61666667,587.1743105,-33.0106062,3.15,1
1323.92723,0.466666667,59422.02074,0,12.6,2366.441171,-46.93328126,12.6,750.557835,0.583333333,39538.11278,0,12.6,575.8902381,-8.207087643,12.6,1
1055.77033,0.466666667,40217.28405,0,11.9,887.6171614,-58.65887778,12.6,689.4272547,1.05,25494.10431,0,12.6,427.5179294,-17.84488263,12.6,1
1167.258228,0.466666667,41174.62479,1,12.6,1300.701244,-50.01728445,2.52,1100.321409,1.283333333,44247.13268,1,12.6,823.9041481,-39.9816829,2.52,1
1221.101673,1.166666667,52051.55018,2,11.55,1466.121332,-56.19222948,1.8,682.6330572,1.283333333,40183.795,2,12.6,605.5540801,2.999097436,1.8,1
894.1725413,0.7,31835.91289,1,12.6,986.7212177,-21.26198656,3.15,583.7542159,1.633333333,34903.92236,1,12.6,457.0903435,8.28291228,1.26,1
1389.047998,0.583333333,52572.44728,0,11.08333333,2374.59642,-61.54023335,6.3,694.5232542,1.166666667,40071.62529,0,12.6,851.9449141,-21.22248168,6.3,1
921.697215,0.466666667,38390.25163,1,9.216666667,1077.215439,-72.67229857,2.1,711.9396712,1.866666667,28604.29554,0,12.6,405.0109702,-33.26242659,12.6,1
1110.919442,1.283333333,46538.92721,2,8.283333333,1157.643482,-78.13351829,1.8,671.1731676,1.983333333,30298.65319,1,10.73333333,303.5843563,-23.5299632,1.575,1
1170.861817,0.7,58194.94145,1,12.6,1584.995543,-28.65834127,3.15,574.6860547,0.583333333,34306.02596,2,12.6,449.1974685,13.10164791,2.52,1
1116.067832,0.7,37961.72998,0,11.2,1824.460259,-53.17059067,12.6,561.6280976,1.516666667,22044.62035,1,12.6,437.0101291,-6.345318135,2.52,1
1034.928202,0.7,52866.52787,1,12.25,953.655325,-46.49786734,1.575,687.8166048,1.633333333,39357.97709,1,12.6,320.5814846,-57.90622182,2.52,1
898.8845347,0.7,24587.11882,1,5.366666667,794.786588,-52.44001341,2.52,522.0013379,1.166666667,16236.00418,2,12.6,253.638237,-13.71784471,3.15,1
788.322283,0.466666667,22605.74792,2,11.9,861.3708803,-4.173793777,2.52,624.5142575,0.583333333,25226.0003,1,12.6,371.4998777,-4.816119922,3.15,1
986.0052951,0.466666667,52018.93933,2,12.48333333,286.2225998,29.75743151,1.4,458.8937178,0.816666667,21652.1056,2,12.6,382.9286233,7.340806209,2.1,1
867.7904976,0.583333333,36383.72098,1,12.6,905.2131415,-16.53076843,2.1,646.6139664,1.05,33212.76432,1,12.6,411.7142187,-2.569930314,3.15,1
1504.467257,0.466666667,49664.47005,0,10.26666667,1423.482558,-85.13876226,12.6,726.8614077,0.583333333,25077.55492,0,12.36666667,467.7618204,-33.22644286,12.6,1
772.1856035,0.466666667,34489.47926,1,11.78333333,994.6851296,-37.08474976,2.52,675.4669217,1.166666667,31389.71675,2,12.6,511.052552,-13.97987539,3.15,1
655.0008303,0.933333333,25584.33134,1,12.48333333,774.8950289,-30.02959597,2.52,684.2613438,1.283333333,27935.88502,0,12.6,572.1175326,-22.07208869,12.6,1
930.5334105,0.466666667,36858.76116,0,12.6,756.8761652,-37.72952379,12.6,565.9567901,0.466666667,27906.6407,0,12.6,412.6405096,-3.334003501,6.3,1
1387.026359,0.466666667,50538.60025,0,12.6,989.3804748,-27.27384179,12.6,892.0911163,1.866666667,33072.47024,1,12.6,724.3561419,-7.116675528,2.1,1
921.9441315,0.466666667,47183.04784,1,12.6,1323.885233,-24.8527028,3.15,703.1081003,1.283333333,42364.00992,1,12.6,614.9856925,1.837756631,3.15,1
1135.888213,0.933333333,42211.59957,0,10.96666667,547.1779762,-53.58469598,12.6,617.0634991,1.4,26044.13211,0,12.6,669.0569971,-20.81911469,12.6,1
1275.700978,1.283333333,58602.92706,1,12.6,1052.125026,-41.88916096,1.26,1039.798559,2.1,56628.86262,0,12.6,602.7339374,-30.59337668,12.6,1
1070.428572,0.466666667,37152.37092,0,11.78333333,1898.072301,-46.82472829,6.3,446.0978426,0.466666667,25427.30575,2,12.6,436.124984,9.586303141,1.145454545,1
1010.724085,0.466666667,34926.24292,0,8.633333333,843.9937425,-59.83457329,12.6,541.3743761,0.466666667,14833.27001,1,11.08333333,527.6329663,-18.61327266,3.15,1
888.3532784,0.466666667,40941.33935,1,12.6,1275.580265,-26.36070097,3.15,479.0497275,1.05,25521.32783,2,12.6,399.7876681,-1.464195499,2.52,1
1009.945273,0.583333333,37780.46852,2,9.333333333,1020.182919,-64.61765967,2.52,837.9971841,1.283333333,32497.25381,0,12.36666667,783.0234205,-39.45154773,12.6,1
1253.864132,0.583333333,51738.75918,2,11.2,1698.114956,-55.31451432,3.15,496.9545083,1.05,26111.40057,2,12.6,480.2804468,-4.122361398,3.15,1
1091.187081,0.466666667,36829.89938,0,9.8,826.796713,-65.009823,12.6,625.1993525,0.583333333,35186.9964,1,9.8,605.8655839,-49.86062654,2.52,1
1124.51611,0.583333333,37341.64913,1,9.683333333,1543.724782,-66.81009894,2.1,597.0891532,1.283333333,33063.60636,2,12.6,455.5095041,-3.059804057,3.15,1
1015.677888,0.583333333,32492.97207,2,3.966666667,783.3262937,-30.86181009,2.52,966.0079767,1.283333333,24442.49896,0,10.03333333,807.4405827,-31.50568492,12.6,1
1287.82627,0.466666667,49714.91205,1,12.6,1771.58859,-37.83697696,3.15,521.7057045,1.05,27257.7341,1,12.6,379.2881647,4.814528383,3.15,1
1349.731175,0.466666667,42338.9416,0,10.85,916.8688522,-47.89183945,6.3,568.6154569,0.583333333,25152.0937,2,12.36666667,623.7662682,-8.403670806,3.15,1
1123.333154,0.933333333,38365.30025,1,9.916666667,1183.441822,-61.28124618,2.52,551.413178,1.05,22431.59652,3,11.66666667,349.2555496,-18.63460068,3.15,1
1571.560531,0.466666667,53625.70562,0,12.13333333,1116.692538,-74.93795914,12.6,992.0357934,1.166666667,43343.09546,0,12.6,1356.337893,-39.05506506,12.6,1
1235.595474,1.4,37595.62358,1,7.583333333,1284.47263,-79.26287473,2.52,834.2002975,1.633333333,36352.02201,1,12.48333333,612.3122684,-23.04563079,3.15,1
987.4325623,1.166666667,40191.46457,2,11.08333333,1203.271517,-50.96332857,2.1,597.9532554,1.166666667,27916.57258,2,12.6,531.7805675,-22.17894288,2.1,1
877.1520821,0.466666667,36816.54895,0,11.31666667,762.1788946,-50.24060537,12.6,899.9921823,1.633333333,36351.67699,1,12.6,550.1676509,-23.13366585,3.15,1
1045.911873,0.933333333,30889.86419,0,12.6,316.1529088,-37.78254511,12.6,509.5598719,1.283333333,15851.0039,0,12.6,378.8440008,-21.31397605,12.6,1
791.2901639,1.05,20774.03456,2,8.633333333,872.5507891,-32.5196056,2.52,528.4764278,1.283333333,18996.69,2,12.6,305.1223759,-13.8203574,3.15,1
1163.706952,0.466666667,50579.98529,0,12.6,1931.48167,-38.32520729,12.6,728.2664193,0.583333333,40148.17635,0,12.6,445.3058133,-15.95475356,6.3,1
1335.507378,0.933333333,52588.23042,0,10.03333333,485.5186258,-89.09815226,12.6,736.46517,0.816666667,43061.9949,2,12.6,609.1185133,-21.1354855,2.1,1
1246.603284,0.933333333,32979.64051,1,7.7,965.258687,-62.10949479,1.4,596.2818863,1.633333333,31046.05007,3,12.6,421.1895921,-1.059037123,2.52,1
829.0556753,0.583333333,33911.84704,1,12.01666667,1151.603308,-30.02809272,1.26,503.3825957,1.633333333,22202.08761,1,12.6,350.819547,-11.96829058,1.26,1
968.2142772,1.05,27763.08939,0,7.933333333,760.6718923,-57.52759088,12.6,564.6398091,1.283333333,17320.51044,0,12.01666667,327.7253843,-18.67744608,12.6,1
1058.645091,1.4,37895.2547,0,10.61666667,730.6542155,-50.61316907,6.3,722.680223,1.283333333,28188.38767,0,12.6,384.2594782,-18.89137169,6.3,1
1156.584075,0.466666667,40714.51734,1,12.25,1583.020479,-35.21057016,3.15,671.1062501,1.4,34700.12598,2,12.6,468.3251389,1.078409715,3.15,1
983.778126,0.816666667,44032.10107,1,12.6,1213.160295,-43.61549597,2.52,461.8382768,0.583333333,35931.86997,1,12.6,-17.35851699,2.903386413,3.15,1
400.3238218,0.35,21456.50474,2,6.533333333,126.212258,-16.73738689,2.52,283.4546251,1.05,16238.17606,2,8.516666667,97.31797588,-9.489558044,2.52,1
1543.73551,0.466666667,47279.57416,1,9.45,2064.213101,-86.27616163,2.1,495.2239496,0.583333333,25673.67478,3,12.25,487.033297,-17.22116519,3.15,1
877.8830734,0.933333333,23411.26908,0,9.8,709.3199994,-34.14966895,12.6,570.6516518,1.05,17127.69787,2,10.5,289.1920352,-23.66705584,1.8,1
971.1738281,0.816666667,27199.45644,1,6.883333333,1219.166416,-41.96283058,3.15,753.1710253,1.4,28909.846,1,8.983333333,579.294357,-31.42653218,3.15,1
707.0231963,0.35,20495.32795,1,5.6,955.8842052,-42.845673,2.1,402.0687284,0.466666667,16461.13116,1,12.6,354.5382087,-6.755305175,3.15,1
1202.416337,0.466666667,39960.16063,0,12.48333333,695.6458951,-48.62981565,6.3,646.597885,1.166666667,24674.4479,2,12.6,640.502149,-9.861636315,3.15,1
1030.612545,0.583333333,35714.5441,1,9.45,1144.594771,-64.6456559,1.8,692.169259,1.166666667,31844.54204,2,9.683333333,503.5982621,-58.4598225,1.8,1
1207.663235,0.466666667,32278.99637,1,10.5,1592.104185,-47.95901741,1.26,560.7123739,1.05,17471.13897,2,11.66666667,479.6518742,-11.9524128,3.15,1
1411.189585,0.466666667,46851.42358,2,12.13333333,1852.296809,-45.44329133,3.15,694.0807878,1.166666667,33826.45982,1,12.6,663.2176031,-2.832497249,3.15,1
1046.980266,0.466666667,51195.79408,0,12.6,1091.162155,-53.80768026,12.6,811.9561948,1.516666667,37348.93794,0,12.6,634.6881453,-18.36932535,6.3,1
587.460158,0.583333333,40408.4764,0,11.08333333,275.8414445,-59.95041953,12.6,343.3645937,0.583333333,23374.89129,0,12.48333333,249.0488091,-28.74250914,12.6,1
1122.090763,1.05,42162.33147,1,12.13333333,1289.629059,-35.58972842,3.15,612.7708695,1.283333333,34607.92249,2,12.6,443.0654783,6.608091768,2.1,1
1191.860123,0.583333333,41314.87486,0,12.13333333,470.9684569,-37.8321872,12.6,510.5686794,0.933333333,22548.65779,0,12.6,712.138443,-7.17908647,6.3,2
300.2786977,3.616666667,8677.775625,4,8.75,383.3429074,0.974427719,2.52,290.959299,3.616666667,8572.860829,4,4.9,162.2656373,-2.824341109,2.52,2
610.5737588,7.116666667,20879.13584,3,8.75,757.5757267,15.83901334,2.1,369.0499125,3.733333333,12065.37729,4,7.583333333,119.7417162,-0.987817721,1.8,2
370.0686847,5.716666667,12358.7778,4,10.5,553.4339455,0.973421934,1.8,235.2033842,7,4600.583008,3,12.48333333,156.9149239,-1.219601041,3.15,2
399.9765355,0.233333333,23778.13652,1,12.6,429.5858753,13.66967128,3.15,210.3182432,0.233333333,8256.18849,3,12.6,84.92457912,-2.07059203,3.15,2
433.7278738,0.233333333,34334.32161,5,1.75,122.9379552,2.013906493,2.1,377.9706332,3.383333333,15366.23562,4,6.3,52.02184959,-3.041470206,1.26,2
775.8888547,0.233333333,24318.70998,3,12.25,1219.128055,-5.119926062,2.52,327.2372707,0.233333333,13989.95177,2,12.6,275.9287464,-2.72020827,2.52,2
319.758653,1.516666667,9414.756704,4,9.1,41.30630242,-6.470197345,1.575,197.8934801,1.516666667,5739.25197,3,7.116666667,81.02735597,-3.695387681,1.8,2
1006.953198,0.233333333,33047.85558,3,3.383333333,1409.442845,-25.53646813,1.145454545,435.7331749,0.233333333,12992.27406,3,7.7,356.553023,-8.317155178,1.26,2
443.5828385,0.233333333,13054.26587,4,10.15,492.9989873,-2.59822868,3.15,296.7965243,0.933333333,8389.825505,4,8.75,151.4477084,-2.986687206,3.15,2
347.126035,0.233333333,13443.24645,4,5.25,371.5030313,-8.888491017,3.15,347.5135569,3.15,9432.152337,4,8.75,97.49476437,-7.349923934,2.52,2
690.0509271,1.516666667,21243.48963,2,8.166666667,845.302508,-23.87547988,2.52,312.2296759,1.633333333,8298.465482,3,9.8,228.5855932,-5.821256404,2.52,2
408.6915766,0.233333333,12153.81789,6,6.183333333,453.1546689,-3.089490392,1.4,292.5185753,0.466666667,6384.584341,5,11.31666667,138.6706602,-5.388631572,1.26,2
452.8492464,1.866666667,21560.918,4,7.7,185.0107829,33.65958108,1.8,285.9533775,0.583333333,9272.913418,6,9.216666667,54.72285872,3.437925734,3.15,2
519.2414543,0.233333333,24857.76527,4,12.01666667,727.2829724,14.79113042,2.1,401.8655503,0.35,9840.974251,4,12.6,274.8874434,-2.385605104,2.52,2
429.3491636,0.233333333,12766.87364,3,9.683333333,427.6695119,-0.959216812,3.15,256.0434654,0.35,6913.835784,6,8.633333333,93.50227698,-4.983299812,2.52,2
418.0978686,0.233333333,18615.1281,4,5.133333333,371.3412236,-10.14120605,1.8,372.1325259,0.35,14448.22429,3,7.816666667,199.9378101,-8.45315545,1.8,2
728.7256859,0.233333333,16122.76126,4,8.633333333,1076.089454,14.35643873,3.15,362.5523596,0.233333333,4173.20479,3,11.43333333,291.9108569,0.914035428,3.15,2
420.7748836,2.8,27601.04636,2,10.96666667,-21.45948495,-12.37664338,1.575,272.9252403,2.1,11535.96321,2,12.48333333,25.59134481,-1.153749753,1.575,2
816.9493538,0.233333333,25084.79321,4,12.25,1258.18001,9.280330214,1.05,467.6020974,0.35,11768.80009,4,12.48333333,398.9705265,-2.331435433,1.05,2
380.9106601,0.35,14473.0909,5,11.55,410.326621,0.132274384,3.15,343.5210585,0.816666667,8179.677125,4,10.61666667,134.8275078,-11.60100329,2.1,2
560.4182983,0.233333333,26528.49333,2,12.25,692.9039174,-6.587042606,3.15,261.0173584,0.233333333,6361.377474,3,10.73333333,179.3026472,-5.955472474,1.8,2
562.5291561,3.033333333,12981.59597,3,9.333333333,1001.696454,-13.47214309,1.575,329.6554537,1.866666667,8400.17798,2,10.03333333,175.8721306,-6.999362296,1.8,2
446.4836555,0.233333333,24373.75311,4,0.466666667,571.7795318,-3.021213546,2.1,301.6035778,0.233333333,10741.57272,5,7.583333333,178.2236684,-6.163934275,2.1,2
376.9097113,0.466666667,9833.763112,4,9.683333333,210.8228704,9.651350003,1.145454545,271.6554999,0.7,4681.311149,4,10.5,8.374741695,3.942049492,3.15,2
724.0164559,5.716666667,33026.45562,1,11.78333333,1076.113925,17.25014206,1.8,337.8773829,0.233333333,11522.46914,2,12.6,273.638449,-9.247336415,2.1,2
305.6927608,0.233333333,18635.10883,3,11.55,311.5590261,16.68656259,1.8,223.7594758,0.233333333,7169.268281,3,12.48333333,116.2489313,-3.795803284,2.1,2
626.6915785,0.233333333,25684.76307,4,12.6,980.2643431,1.683386053,3.15,420.674087,0.35,14605.49557,1,12.6,403.9507659,-4.703273162,1.26,2
873.2322635,0.233333333,21489.39952,3,8.05,1143.854344,-2.860991166,1.575,690.6863718,0.35,16434.84485,2,7.35,690.5400188,-10.23335594,2.52,2
718.045476,9.333333333,23198.96926,4,11.66666667,1108.19317,-5.044211607,3.15,443.6048803,0.233333333,19726.39087,5,5.6,268.9913991,-13.76039587,1.26,2
620.3534223,0.233333333,31582.06342,4,11.66666667,914.6404829,13.73866418,2.52,313.9297675,0.35,12327.40612,4,12.6,268.0209337,8.814216673,1.26,2
743.004597,5.133333333,27475.71421,5,3.266666667,285.2824309,-2.487326265,2.52,238.4380584,1.866666667,4459.304727,5,10.61666667,87.87717044,-0.051652113,2.1,2
797.0357433,5.133333333,25578.69208,4,11.78333333,1239.976229,-0.950958248,1.575,420.9564065,0.233333333,9927.150236,4,10.96666667,348.6347612,-3.386838256,1.575,2
718.1572859,0.35,32292.64145,3,0.7,915.3624847,-13.88554058,2.1,315.0138256,0.35,17109.23293,3,3.15,198.4356304,-1.859267432,1.575,2
748.8549858,0.233333333,20451.3773,3,6.883333333,1140.548912,-27.0726153,3.15,355.5452298,0.35,9788.636417,0,8.866666667,86.1253574,-11.60002267,12.6,2
519.9688586,5.95,27935.86966,2,10.96666667,230.5742065,27.33236835,1.145454545,264.3890203,2.566666667,10403.03376,2,12.6,174.7911682,-1.840583788,1.575,2
764.5827354,0.233333333,32501.62471,2,1.75,1005.665629,-33.73583129,1.145454545,281.5671086,0.35,11789.61275,5,4.316666667,209.856235,-6.120127039,1.8,2
413.3376597,6.3,16122.39451,5,11.31666667,586.2828762,-3.255522809,2.1,293.739257,0.233333333,5864.47887,2,11.2,220.2369856,-4.770260077,2.1,2
596.318617,0.35,18122.55856,5,6.883333333,480.1509456,4.045352093,1.26,323.1151212,0.233333333,10329.9922,8,8.633333333,78.95048018,-2.738350962,1.05,2
679.7485645,1.4,13499.4078,5,8.516666667,409.62998,-15.66056835,2.52,250.7757995,1.4,4332.465643,3,10.38333333,58.7262409,-5.698045771,1.26,2
541.2101492,1.633333333,21856.21367,6,11.08333333,651.21958,-2.252680896,1.4,331.8546375,1.75,10126.68126,3,11.66666667,214.5381662,-8.797182367,1.575,2
518.0355558,0.233333333,15229.70856,2,12.48333333,790.5537831,3.72933542,1.4,296.6120035,0.233333333,9746.229537,3,12.6,135.4517072,-10.62380147,1.26,2
630.4676685,0.233333333,30188.49407,4,12.36666667,918.2388789,4.5151602,2.1,332.1941375,0.35,10637.27037,4,12.6,248.1993231,1.571950768,2.1,2
586.5284899,2.566666667,16461.96141,4,11.2,652.5798667,4.118873404,1.8,355.2812991,0.466666667,8815.506212,3,12.36666667,178.875133,-2.496351661,1.8,2
528.4422345,0.35,13956.53139,1,8.983333333,83.86053543,-13.80167146,2.52,394.2814409,0.35,10497.47008,2,12.36666667,343.8743721,-3.861215406,2.1,2
984.2440617,11.78333333,33600.57827,4,11.31666667,1375.945307,19.2565122,2.1,339.868435,2.216666667,17193.24527,2,11.08333333,74.30793059,41.05688275,3.15,2
631.7108063,1.633333333,19232.842,3,12.01666667,754.9868016,-9.610349517,1.145454545,280.3976723,1.75,7672.755367,4,12.13333333,216.2618291,-3.371832066,2.52,2
456.2017718,0.233333333,10608.55859,2,6.183333333,-7.826813756,-2.653166499,2.52,217.1583411,0.233333333,8807.587087,4,7.583333333,39.91843156,-7.45514609,1.145454545,2
477.6464457,8.166666667,17850.94711,6,7.583333333,249.3579292,12.84889816,1.575,240.9404876,0.233333333,10426.04304,8,6.066666667,94.1903272,-0.423368842,1.26,2
678.9543163,0.233333333,19036.38747,5,10.73333333,919.6516374,-21.72627918,1.575,412.6595705,0.233333333,16838.56435,3,7.583333333,305.9634433,-15.380123,1.8,2
505.0243557,0.233333333,23658.27565,4,4.55,422.2200029,-16.29100103,2.52,327.2630803,0.233333333,9295.617589,3,8.283333333,92.30292485,-8.318265225,1.575,2
